Experiment,E2E_GFLOPs/Sample,E2E_Latency_ms/Sample,E2E_Total_Params,E2E_Param_Mem_MB,Max_Peak_VRAM_MB,FM_GFLOPs/Sample,FM_Latency_ms/Sample,Geom_GFLOPs/Sample,Geom_Latency_ms/Sample,Classifier_GFLOPs/Sample,Classifier_Latency_ms/Sample,Classifier_Total_Params,Classifier_Param_Mem_MB,Classifier_XGB_Model_Mem_MB,Classifier_Peak_VRAM_MB
train2__val_center_bio_None_None_PyTorch_Concat__Train2Val_UniProt,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train2__val_center_bio_None_None_PyTorch_Concat__Train2Val_ProteinGym,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train2__val_center_bio_None_None_Pure_XGBoost_Concat__Train2Val_Test,0.0,0.0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0
train2__val_center_bio_None_None_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,0.0,0.0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0
train2__val_center_bio_None_None_Pure_XGBoost_Concat__Train2Val_UniProt,0.0,0.0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0
train2__val_center_bio_None_None_Pure_XGBoost_Concat__Train2Val_ProteinGym,0.0,0.0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0
train2__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train2Val_Test,0.0002,0.01,85121,1.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.32,1.0,0.0
train2__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,0.0002,0.01,85121,1.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.32,1.0,0.0
train2__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train2Val_UniProt,0.0002,0.01,85121,1.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.32,1.0,0.0
train2__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,0.0002,0.01,85121,1.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.32,1.0,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,0.0002,0.95,84737,0.32,225.08,0.0,0.0,0.0,0.95,0.0002,0.0,84737.0,0.32,0.0,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,0.0002,1.14,84737,0.32,33.85,0.0,0.0,0.0,1.14,0.0002,0.0,84737.0,0.32,0.0,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,0.0002,1.01,84737,0.32,56.45,0.0,0.0,0.0,1.01,0.0002,0.0,84737.0,0.32,0.0,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,0.0002,1.02,84737,0.32,60.9,0.0,0.0,0.0,1.02,0.0002,0.0,84737.0,0.32,0.0,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,0.0,0.95,0,0.35,225.08,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.35,0.35,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,0.0,1.14,0,0.35,33.85,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.35,0.35,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,0.0,1.01,0,0.35,56.45,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.35,0.35,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,0.0,1.02,0,0.35,60.9,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.35,0.35,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,0.0002,0.96,84737,1.63,225.08,0.0,0.0,0.0,0.95,0.0002,0.01,84737.0,1.63,1.31,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,0.0002,1.15,84737,1.63,33.85,0.0,0.0,0.0,1.14,0.0002,0.01,84737.0,1.63,1.31,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,0.0002,1.02,84737,1.63,56.45,0.0,0.0,0.0,1.01,0.0002,0.01,84737.0,1.63,1.31,0.0
train2__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,0.0002,1.03,84737,1.63,60.9,0.0,0.0,0.0,1.02,0.0002,0.01,84737.0,1.63,1.31,0.0
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_Test,76.9386,6.89,652849212,2490.42,3643.92,76.9366,6.89,0.0,0.0,0.002,0.0,1019777.0,3.89,0.0,0.0
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_ClinVarHQ,76.9386,6.99,652849212,2490.42,3643.92,76.9366,6.98,0.0,0.0,0.002,0.01,1019777.0,3.89,0.0,0.0
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_UniProt,76.9386,6.96,652849212,2490.42,3643.92,76.9366,6.96,0.0,0.0,0.002,0.0,1019777.0,3.89,0.0,0.0
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_ProteinGym,76.9386,6.81,652849212,2490.42,3643.92,76.9366,6.81,0.0,0.0,0.002,0.0,1019777.0,3.89,0.0,0.0
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_Test,76.9366,6.89,651829435,2488.73,3643.92,76.9366,6.89,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.0
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,76.9366,6.99,651829435,2488.73,3643.92,76.9366,6.98,0.0,0.0,0.0,0.01,0.0,2.2,2.2,0.0
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_UniProt,76.9366,6.97,651829435,2488.73,3643.92,76.9366,6.96,0.0,0.0,0.0,0.01,0.0,2.2,2.2,0.0
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_ProteinGym,76.9366,6.81,651829435,2488.73,3643.92,76.9366,6.81,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.0
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_Test,76.9386,6.91,652849212,2492.59,3643.92,76.9366,6.89,0.0,0.0,0.002,0.02,1019777.0,6.06,2.17,0.0
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,76.9386,7.0,652849212,2492.59,3643.92,76.9366,6.98,0.0,0.0,0.002,0.02,1019777.0,6.06,2.17,0.0
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_UniProt,76.9386,6.98,652849212,2492.59,3643.92,76.9366,6.96,0.0,0.0,0.002,0.02,1019777.0,6.06,2.17,0.0
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,76.9386,6.83,652849212,2492.59,3643.92,76.9366,6.81,0.0,0.0,0.002,0.02,1019777.0,6.06,2.17,0.0
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_Test,118.3928,4.68,575860161,1099.94,1469.0,118.3912,4.68,0.0,0.0,0.0016,0.0,823169.0,3.14,0.0,0.0
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,118.3928,4.75,575860161,1099.94,1469.0,118.3912,4.75,0.0,0.0,0.0016,0.0,823169.0,3.14,0.0,0.0
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0,118.3912,4.69,0.0,0.0,0.0016,0.0,823169.0,3.14,0.0,0.0
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,118.3928,4.7,575860161,1099.94,1469.0,118.3912,4.7,0.0,0.0,0.0016,0.0,823169.0,3.14,0.0,0.0
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,118.3912,4.68,575036992,1098.97,1469.0,118.3912,4.68,0.0,0.0,0.0,0.0,0.0,2.17,2.17,0.0
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,118.3912,4.76,575036992,1098.97,1469.0,118.3912,4.75,0.0,0.0,0.0,0.01,0.0,2.17,2.17,0.0
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,118.3912,4.69,575036992,1098.97,1469.0,118.3912,4.69,0.0,0.0,0.0,0.0,0.0,2.17,2.17,0.0
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,118.3912,4.7,575036992,1098.97,1469.0,118.3912,4.7,0.0,0.0,0.0,0.0,0.0,2.17,2.17,0.0
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,118.3928,4.69,575860161,1101.45,1469.0,118.3912,4.68,0.0,0.0,0.0016,0.01,823169.0,4.65,1.51,0.0
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,118.3928,4.77,575860161,1101.45,1469.0,118.3912,4.75,0.0,0.0,0.0016,0.02,823169.0,4.65,1.51,0.0
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,118.3928,4.7,575860161,1101.45,1469.0,118.3912,4.69,0.0,0.0,0.0016,0.01,823169.0,4.65,1.51,0.0
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,118.3928,4.72,575860161,1101.45,1469.0,118.3912,4.7,0.0,0.0,0.0016,0.02,823169.0,4.65,1.51,0.0
train2__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_Test,76.9387,6.89,652900156,2490.61,3643.92,76.9366,6.89,0.0,0.0,0.0021,0.0,1070721.0,4.08,0.0,0.0
train2__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_ClinVarHQ,76.9387,6.99,652900156,2490.61,3643.92,76.9366,6.98,0.0,0.0,0.0021,0.01,1070721.0,4.08,0.0,0.0
train2__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_UniProt,76.9387,6.97,652900156,2490.61,3643.92,76.9366,6.96,0.0,0.0,0.0021,0.01,1070721.0,4.08,0.0,0.0
train2__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_ProteinGym,76.9387,6.82,652900156,2490.61,3643.92,76.9366,6.81,0.0,0.0,0.0021,0.01,1070721.0,4.08,0.0,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_Test,76.9366,6.89,651829435,2488.44,3643.92,76.9366,6.89,0.0,0.0,0.0,0.0,0.0,1.91,1.91,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,76.9366,6.99,651829435,2488.44,3643.92,76.9366,6.98,0.0,0.0,0.0,0.01,0.0,1.91,1.91,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_UniProt,76.9366,6.97,651829435,2488.44,3643.92,76.9366,6.96,0.0,0.0,0.0,0.01,0.0,1.91,1.91,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_ProteinGym,76.9366,6.82,651829435,2488.44,3643.92,76.9366,6.81,0.0,0.0,0.0,0.01,0.0,1.91,1.91,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_Test,76.9387,6.91,652900156,2492.17,3643.92,76.9366,6.89,0.0,0.0,0.0021,0.02,1070721.0,5.64,1.56,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,76.9387,7.01,652900156,2492.17,3643.92,76.9366,6.98,0.0,0.0,0.0021,0.03,1070721.0,5.64,1.56,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_UniProt,76.9387,6.98,652900156,2492.17,3643.92,76.9366,6.96,0.0,0.0,0.0021,0.02,1070721.0,5.64,1.56,0.0
train2__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,76.9387,6.83,652900156,2492.17,3643.92,76.9366,6.81,0.0,0.0,0.0021,0.02,1070721.0,5.64,1.56,0.0
train2__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train2Val_Test,118.393,4.68,575911105,1100.13,1469.0,118.3912,4.68,0.0,0.0,0.0018,0.0,874113.0,3.33,0.0,0.0
train2__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,118.393,4.76,575911105,1100.13,1469.0,118.3912,4.75,0.0,0.0,0.0018,0.01,874113.0,3.33,0.0,0.0
train2__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train2Val_UniProt,118.393,4.7,575911105,1100.13,1469.0,118.3912,4.69,0.0,0.0,0.0018,0.01,874113.0,3.33,0.0,0.0
train2__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,118.393,4.71,575911105,1100.13,1469.0,118.3912,4.7,0.0,0.0,0.0018,0.01,874113.0,3.33,0.0,0.0
train2__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,118.3912,4.68,575036992,1098.26,1469.0,118.3912,4.68,0.0,0.0,0.0,0.0,0.0,1.46,1.46,0.0
train2__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,118.3912,4.75,575036992,1098.26,1469.0,118.3912,4.75,0.0,0.0,0.0,0.01,0.0,1.46,1.46,0.0
train2__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,118.3912,4.69,575036992,1098.26,1469.0,118.3912,4.69,0.0,0.0,0.0,0.0,0.0,1.46,1.46,0.0
train2__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,118.3912,4.7,575036992,1098.26,1469.0,118.3912,4.7,0.0,0.0,0.0,0.0,0.0,1.46,1.46,0.0
train2__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,118.393,4.7,575911105,1101.39,1469.0,118.3912,4.68,0.0,0.0,0.0018,0.02,874113.0,4.59,1.26,0.0
train2__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,118.393,4.77,575911105,1101.39,1469.0,118.3912,4.75,0.0,0.0,0.0018,0.02,874113.0,4.59,1.26,0.0
train2__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,118.393,4.71,575911105,1101.39,1469.0,118.3912,4.69,0.0,0.0,0.0018,0.02,874113.0,4.59,1.26,0.0
train2__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,118.393,4.72,575911105,1101.39,1469.0,118.3912,4.7,0.0,0.0,0.0018,0.02,874113.0,4.59,1.26,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,76.9387,7.84,652899772,2490.61,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.01,1070337.0,4.08,0.0,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,76.9387,8.13,652899772,2490.61,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.01,1070337.0,4.08,0.0,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,76.9387,7.97,652899772,2490.61,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.0,1070337.0,4.08,0.0,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,76.9387,7.83,652899772,2490.61,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.01,1070337.0,4.08,0.0,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,76.9366,7.84,651829435,2488.2,3643.92,76.9366,6.89,0.0,0.95,0.0,0.0,0.0,1.67,1.67,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,76.9366,8.13,651829435,2488.2,3643.92,76.9366,6.98,0.0,1.14,0.0,0.0,0.0,1.67,1.67,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,76.9366,7.97,651829435,2488.2,3643.92,76.9366,6.96,0.0,1.01,0.0,0.01,0.0,1.67,1.67,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,76.9366,7.83,651829435,2488.2,3643.92,76.9366,6.81,0.0,1.02,0.0,0.01,0.0,1.67,1.67,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,76.9387,7.86,652899772,2491.85,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.02,1070337.0,5.32,1.24,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,76.9387,8.15,652899772,2491.85,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.03,1070337.0,5.32,1.24,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,76.9387,7.99,652899772,2491.85,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.02,1070337.0,5.32,1.24,0.0
train2__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,76.9387,7.84,652899772,2491.85,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.02,1070337.0,5.32,1.24,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,118.393,5.63,575910721,1100.13,1469.0,118.3912,4.68,0.0,0.95,0.0018,0.0,873729.0,3.33,0.0,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,118.393,5.9,575910721,1100.13,1469.0,118.3912,4.75,0.0,1.14,0.0018,0.01,873729.0,3.33,0.0,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,118.393,5.7,575910721,1100.13,1469.0,118.3912,4.69,0.0,1.01,0.0018,0.01,873729.0,3.33,0.0,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,118.393,5.72,575910721,1100.13,1469.0,118.3912,4.7,0.0,1.02,0.0018,0.01,873729.0,3.33,0.0,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,118.3912,5.63,575036992,1098.7,1469.0,118.3912,4.68,0.0,0.95,0.0,0.0,0.0,1.9,1.9,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,118.3912,5.9,575036992,1098.7,1469.0,118.3912,4.75,0.0,1.14,0.0,0.01,0.0,1.9,1.9,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,118.3912,5.7,575036992,1098.7,1469.0,118.3912,4.69,0.0,1.01,0.0,0.0,0.0,1.9,1.9,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,118.3912,5.72,575036992,1098.7,1469.0,118.3912,4.7,0.0,1.02,0.0,0.0,0.0,1.9,1.9,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,118.393,5.65,575910721,1100.76,1469.0,118.3912,4.68,0.0,0.95,0.0018,0.02,873729.0,3.96,0.63,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,118.393,5.91,575910721,1100.76,1469.0,118.3912,4.75,0.0,1.14,0.0018,0.02,873729.0,3.96,0.63,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,118.393,5.71,575910721,1100.76,1469.0,118.3912,4.69,0.0,1.01,0.0018,0.02,873729.0,3.96,0.63,0.0
train2__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,118.393,5.73,575910721,1100.76,1469.0,118.3912,4.7,0.0,1.02,0.0018,0.02,873729.0,3.96,0.63,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,76.9387,7.84,652901180,2490.62,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.01,1071745.0,4.09,0.0,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,76.9387,8.13,652901180,2490.62,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.01,1071745.0,4.09,0.0,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,76.9387,7.98,652901180,2490.62,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.01,1071745.0,4.09,0.0,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,76.9387,7.83,652901180,2490.62,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.0,1071745.0,4.09,0.0,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,76.9366,7.84,651829435,2487.42,3643.92,76.9366,6.89,0.0,0.95,0.0,0.0,0.0,0.89,0.89,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,76.9366,8.13,651829435,2487.42,3643.92,76.9366,6.98,0.0,1.14,0.0,0.01,0.0,0.89,0.89,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,76.9366,7.97,651829435,2487.42,3643.92,76.9366,6.96,0.0,1.01,0.0,0.01,0.0,0.89,0.89,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,76.9366,7.83,651829435,2487.42,3643.92,76.9366,6.81,0.0,1.02,0.0,0.0,0.0,0.89,0.89,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,76.9387,7.86,652901180,2491.81,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.02,1071745.0,5.28,1.19,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,76.9387,8.14,652901180,2491.81,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.02,1071745.0,5.28,1.19,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,76.9387,7.99,652901180,2491.81,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.02,1071745.0,5.28,1.19,0.0
train2__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,76.9387,7.85,652901180,2491.81,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.02,1071745.0,5.28,1.19,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,118.393,5.63,575912129,1100.14,1469.0,118.3912,4.68,0.0,0.95,0.0018,0.0,875137.0,3.34,0.0,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,118.393,5.9,575912129,1100.14,1469.0,118.3912,4.75,0.0,1.14,0.0018,0.01,875137.0,3.34,0.0,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,118.393,5.7,575912129,1100.14,1469.0,118.3912,4.69,0.0,1.01,0.0018,0.0,875137.0,3.34,0.0,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,118.393,5.72,575912129,1100.14,1469.0,118.3912,4.7,0.0,1.02,0.0018,0.01,875137.0,3.34,0.0,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,118.3912,5.63,575036992,1097.85,1469.0,118.3912,4.68,0.0,0.95,0.0,0.0,0.0,1.05,1.05,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,118.3912,5.9,575036992,1097.85,1469.0,118.3912,4.75,0.0,1.14,0.0,0.0,0.0,1.05,1.05,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,118.3912,5.7,575036992,1097.85,1469.0,118.3912,4.69,0.0,1.01,0.0,0.0,0.0,1.05,1.05,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,118.3912,5.72,575036992,1097.85,1469.0,118.3912,4.7,0.0,1.02,0.0,0.0,0.0,1.05,1.05,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,118.393,5.65,575912129,1100.74,1469.0,118.3912,4.68,0.0,0.95,0.0018,0.02,875137.0,3.94,0.6,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,118.393,5.91,575912129,1100.74,1469.0,118.3912,4.75,0.0,1.14,0.0018,0.02,875137.0,3.94,0.6,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,118.393,5.72,575912129,1100.74,1469.0,118.3912,4.69,0.0,1.01,0.0018,0.02,875137.0,3.94,0.6,0.0
train2__val_center_bio_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,118.393,5.73,575912129,1100.74,1469.0,118.3912,4.7,0.0,1.02,0.0018,0.02,875137.0,3.94,0.6,0.0
train2__val_cls_bio_None_None_PyTorch_Concat__Train2Val_Test,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train2__val_cls_bio_None_None_PyTorch_Concat__Train2Val_ClinVarHQ,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
