Dataset,Pooling,Ablation,DNA_Model,Prot_Model,Network,Accuracy,Precision,Recall,Specificity,F1_Score,MCC,AUROC,AUPRC
Train1Val_ClinVarHQ,cls,dna,nt_v3_650m,None,Pure_XGBoost_Concat,0.5505,0.6081,0.2586,0.8366,0.3629,0.1168,0.6082,0.6077
Train1Val_ClinVarHQ,mean,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.5164,1.0,0.023,1.0,0.0449,0.1084,0.8731,0.8804
Train1Val_ClinVarHQ,cls,dna,nt_v3_650m,,Hybrid_Concat_XGBoost,0.5377,0.5697,0.2701,0.8,0.3665,0.0827,0.5595,0.5348
Train1Val_ClinVarHQ,cls,dna,nt_v3_650m,None,Hybrid_Concat_XGBoost,0.5377,0.5697,0.2701,0.8,0.3665,0.0827,0.5595,0.5348
Train1Val_ClinVarHQ,cls,dna,nt_v3_650m,,PyTorch_Concat,0.5178,0.5918,0.0833,0.9437,0.1461,0.053,0.5846,0.5619
Train1Val_ClinVarHQ,cls,dna,nt_v3_650m,None,PyTorch_Concat,0.5178,0.5918,0.0833,0.9437,0.1461,0.053,0.5846,0.5619
Train1Val_ProteinGym,mean,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8594,0.8394,0.8557,0.8625,0.8475,0.7172,0.9201,0.8961
Train1Val_ProteinGym,mean,bio_geom,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8573,0.8291,0.8661,0.85,0.8472,0.7141,0.9185,0.8968
Train1Val_ProteinGym,cls,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8553,0.8237,0.869,0.8438,0.8458,0.7106,0.92,0.8991
Train1Val_ProteinGym,cls,bio_geom,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8526,0.8191,0.869,0.8388,0.8433,0.7055,0.918,0.8985
Train1Val_ProteinGym,center,bio_geom,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.8485,0.8131,0.8676,0.8325,0.8395,0.6976,0.9173,0.8941
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8478,0.8077,0.875,0.825,0.84,0.6974,0.9145,0.8939
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.8478,0.8218,0.8512,0.845,0.8363,0.6946,0.9189,0.9001
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.8438,0.7986,0.8795,0.8138,0.8371,0.6906,0.9175,0.8992
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.841,0.7992,0.8705,0.8162,0.8333,0.6842,0.9088,0.8837
Train1Val_ProteinGym,center,bio_dna_geom_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.839,0.7984,0.8661,0.8162,0.8308,0.6798,0.9172,0.8903
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8349,0.7797,0.8899,0.7887,0.8311,0.6767,0.9144,0.8971
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.8288,0.7593,0.9152,0.7562,0.83,0.6723,0.9188,0.901
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8274,0.7543,0.9226,0.7475,0.83,0.6722,0.9202,0.907
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8322,0.78,0.881,0.7912,0.8274,0.67,0.9103,0.8896
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8329,0.7878,0.8676,0.8038,0.8258,0.6688,0.9082,0.8828
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8336,0.7945,0.8571,0.8138,0.8246,0.6684,0.9147,0.8983
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.8254,0.7546,0.9152,0.75,0.8272,0.6665,0.9164,0.8997
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.8308,0.7933,0.8512,0.8138,0.8212,0.6626,0.9099,0.8904
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8295,0.7833,0.8661,0.7988,0.8226,0.6623,0.908,0.8774
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8302,0.8246,0.7976,0.8575,0.8109,0.6571,0.8947,0.8848
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8207,0.75,0.9107,0.745,0.8226,0.6571,0.915,0.8958
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8295,0.8284,0.7902,0.8625,0.8088,0.6557,0.8952,0.8884
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.8186,0.7461,0.9137,0.7388,0.8214,0.6546,0.9205,0.9061
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8288,0.8365,0.7768,0.8725,0.8056,0.6544,0.8932,0.8862
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8281,0.8268,0.7887,0.8612,0.8073,0.6529,0.889,0.8781
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8281,0.8299,0.7842,0.865,0.8064,0.6529,0.8935,0.8825
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8173,0.7454,0.9107,0.7388,0.8198,0.6514,0.9123,0.8975
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8139,0.7352,0.9256,0.72,0.8195,0.6505,0.9083,0.8775
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8179,0.7525,0.8958,0.7525,0.8179,0.6483,0.9083,0.8811
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8247,0.8317,0.7723,0.8688,0.8009,0.6462,0.8896,0.8785
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8139,0.7409,0.9107,0.7325,0.8171,0.6456,0.907,0.886
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.8227,0.865,0.7247,0.905,0.7887,0.6454,0.9013,0.8964
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8193,0.765,0.872,0.775,0.815,0.6451,0.9047,0.8704
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.822,0.87,0.7173,0.91,0.7863,0.6449,0.8997,0.8925
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.824,0.8336,0.7679,0.8712,0.7994,0.6449,0.8928,0.8824
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.824,0.8283,0.7753,0.865,0.8009,0.6447,0.8963,0.8813
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8227,0.8562,0.7351,0.8962,0.791,0.6442,0.9052,0.8908
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.8234,0.8388,0.7589,0.8775,0.7969,0.6438,0.891,0.8813
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8227,0.8374,0.7589,0.8762,0.7963,0.6424,0.8966,0.8926
Train1Val_ProteinGym,center,bio_dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.8105,0.7337,0.9182,0.72,0.8156,0.6423,0.92,0.904
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8132,0.743,0.9033,0.7375,0.8153,0.6422,0.9158,0.8994
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.8213,0.8594,0.7277,0.9,0.7881,0.642,0.8974,0.8907
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8227,0.8267,0.7738,0.8638,0.7994,0.642,0.8917,0.881
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.822,0.8451,0.747,0.885,0.793,0.6417,0.8953,0.8886
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8105,0.7348,0.9152,0.7225,0.8151,0.6413,0.9162,0.8956
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Gating_XGBoost,0.822,0.835,0.7604,0.8738,0.796,0.6409,0.8908,0.8857
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.822,0.8223,0.7783,0.8588,0.7997,0.6406,0.8954,0.8881
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8105,0.737,0.9092,0.7275,0.8141,0.6394,0.9141,0.898
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8213,0.8272,0.7693,0.865,0.7972,0.6393,0.8908,0.8787
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8213,0.8241,0.7738,0.8612,0.7982,0.6392,0.8919,0.8795
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8213,0.822,0.7768,0.8588,0.7988,0.6392,0.8907,0.8831
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8193,0.8638,0.7173,0.905,0.7837,0.6389,0.8904,0.8827
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8111,0.7402,0.9033,0.7338,0.8137,0.6388,0.909,0.8869
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8207,0.8158,0.7842,0.8512,0.7997,0.6379,0.8917,0.8873
Train1Val_ProteinGym,center,prot,,esmc_600m,Hybrid_Concat_XGBoost,0.82,0.8353,0.7545,0.875,0.7928,0.6369,0.8941,0.8831
Train1Val_ProteinGym,center,prot,None,esmc_600m,Hybrid_Concat_XGBoost,0.82,0.8353,0.7545,0.875,0.7928,0.6369,0.8941,0.8831
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.82,0.8235,0.7708,0.8612,0.7963,0.6365,0.893,0.8871
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.82,0.8195,0.7768,0.8562,0.7976,0.6364,0.8956,0.8896
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.8173,0.8697,0.7054,0.9112,0.779,0.6361,0.899,0.8899
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8186,0.8473,0.7351,0.8888,0.7873,0.6354,0.9004,0.8901
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8193,0.8192,0.7753,0.8562,0.7966,0.635,0.8973,0.8835
Train1Val_ProteinGym,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8077,0.7335,0.9092,0.7225,0.812,0.6349,0.9133,0.8993
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.8166,0.8641,0.7098,0.9062,0.7794,0.6339,0.8981,0.8934
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8186,0.8293,0.7589,0.8688,0.7925,0.6339,0.8955,0.8831
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.8125,0.8944,0.6682,0.9338,0.7649,0.6324,0.9002,0.8929
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8166,0.8454,0.7321,0.8875,0.7847,0.6313,0.8953,0.8856
Train1Val_ProteinGym,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.805,0.7289,0.9122,0.715,0.8103,0.6313,0.9059,0.8838
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8173,0.8276,0.7574,0.8675,0.791,0.6312,0.8951,0.884
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.8173,0.8276,0.7574,0.8675,0.791,0.6312,0.886,0.8798
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8173,0.8266,0.7589,0.8662,0.7913,0.6311,0.8893,0.8815
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8173,0.8214,0.7664,0.86,0.7929,0.631,0.8959,0.8807
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.8152,0.861,0.7098,0.9038,0.7781,0.6308,0.8993,0.8852
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.8159,0.8487,0.7262,0.8912,0.7827,0.6304,0.8974,0.8906
Train1Val_ProteinGym,center,prot,,esmc_600m,Pure_XGBoost_Concat,0.8159,0.8475,0.7277,0.89,0.783,0.6302,0.8941,0.8874
Train1Val_ProteinGym,center,prot,None,esmc_600m,Pure_XGBoost_Concat,0.8159,0.8475,0.7277,0.89,0.783,0.6302,0.8941,0.8874
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8166,0.8295,0.753,0.87,0.7894,0.6299,0.8919,0.8675
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8139,0.8699,0.6964,0.9125,0.7736,0.6298,0.8917,0.8797
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.8159,0.8416,0.7351,0.8838,0.7847,0.6296,0.8903,0.8833
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8159,0.8393,0.7381,0.8812,0.7854,0.6293,0.8976,0.8881
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8145,0.8506,0.7202,0.8938,0.78,0.628,0.8944,0.8843
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.8132,0.8642,0.7009,0.9075,0.774,0.6276,0.8876,0.8824
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8132,0.8629,0.7024,0.9062,0.7744,0.6274,0.8974,0.8853
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8152,0.8226,0.7589,0.8625,0.7895,0.6269,0.8892,0.8737
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.8132,0.8526,0.7143,0.8962,0.7773,0.6258,0.8985,0.889
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8145,0.8083,0.7783,0.845,0.793,0.6255,0.891,0.8769
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8125,0.8548,0.7098,0.8988,0.7756,0.6248,0.9006,0.8945
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8139,0.8179,0.7619,0.8575,0.7889,0.6241,0.8936,0.8802
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.8139,0.8169,0.7634,0.8562,0.7892,0.6241,0.8873,0.871
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8139,0.8169,0.7634,0.8562,0.7892,0.6241,0.893,0.8814
Train1Val_ProteinGym,center,prot,,esmc_600m,PyTorch_Concat,0.8105,0.8701,0.6875,0.9138,0.7681,0.6237,0.9018,0.8942
Train1Val_ProteinGym,center,prot,None,esmc_600m,PyTorch_Concat,0.8105,0.8701,0.6875,0.9138,0.7681,0.6237,0.9018,0.8942
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8132,0.8116,0.7693,0.85,0.7899,0.6227,0.8923,0.8865
Train1Val_ProteinGym,mean,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.8132,0.8126,0.7679,0.8512,0.7896,0.6227,0.8931,0.8811
Train1Val_ProteinGym,mean,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.8132,0.8126,0.7679,0.8512,0.7896,0.6227,0.8931,0.8811
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8111,0.8569,0.7039,0.9012,0.7729,0.6226,0.8945,0.8849
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Pure_XGBoost_Concat,0.8118,0.8399,0.7262,0.8838,0.7789,0.6216,0.8887,0.8763
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.8118,0.8376,0.7292,0.8812,0.7796,0.6213,0.8901,0.8763
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8125,0.8163,0.7604,0.8562,0.7874,0.6213,0.8945,0.8823
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8084,0.8707,0.6815,0.915,0.7646,0.6201,0.9003,0.8872
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.8091,0.8587,0.6964,0.9038,0.7691,0.6191,0.8918,0.8846
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.8077,0.8719,0.6786,0.9162,0.7632,0.6191,0.8983,0.8896
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.8091,0.8587,0.6964,0.9038,0.7691,0.6191,0.8965,0.8863
Train1Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8111,0.8219,0.7485,0.8638,0.7835,0.6188,0.8861,0.878
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.8084,0.8625,0.6905,0.9075,0.7669,0.6185,0.8909,0.8835
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8098,0.8439,0.7158,0.8888,0.7746,0.6182,0.8991,0.8837
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.8077,0.8636,0.6875,0.9088,0.7655,0.6175,0.9026,0.8913
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8105,0.8174,0.753,0.8588,0.7839,0.6173,0.8901,0.8849
Train1Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8105,0.8195,0.75,0.8612,0.7832,0.6173,0.8831,0.8603
Train1Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8084,0.8482,0.7068,0.8938,0.7711,0.6162,0.893,0.8718
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.8098,0.8203,0.747,0.8625,0.7819,0.616,0.8845,0.876
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8091,0.8264,0.7366,0.87,0.7789,0.6151,0.8935,0.8792
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8091,0.821,0.744,0.8638,0.7806,0.6147,0.8911,0.8722
Train1Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8091,0.8169,0.75,0.8588,0.782,0.6145,0.8791,0.8636
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8071,0.8514,0.6994,0.8975,0.768,0.6141,0.8987,0.8848
Train1Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8084,0.8105,0.7574,0.8512,0.7831,0.613,0.8806,0.8479
Train1Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8064,0.8525,0.6964,0.8988,0.7666,0.613,0.8907,0.8698
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8064,0.8425,0.7083,0.8888,0.7696,0.6116,0.8735,0.8596
Train1Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.8071,0.8277,0.7292,0.8725,0.7753,0.6112,0.889,0.8827
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.8064,0.8342,0.7188,0.88,0.7722,0.6105,0.8803,0.8648
Train1Val_ProteinGym,mean,prot,,esm1b_650m,PyTorch_Concat,0.805,0.8519,0.6935,0.8988,0.7646,0.6104,0.902,0.8905
Train1Val_ProteinGym,mean,prot,None,esm1b_650m,PyTorch_Concat,0.805,0.8519,0.6935,0.8988,0.7646,0.6104,0.902,0.8905
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8064,0.8296,0.7247,0.875,0.7736,0.6101,0.8914,0.8798
Train1Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.805,0.8481,0.6979,0.895,0.7657,0.6098,0.8908,0.8833
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8043,0.8556,0.6875,0.9025,0.7624,0.6098,0.8993,0.8838
Train1Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8043,0.8542,0.689,0.9012,0.7628,0.6096,0.8875,0.8679
Train1Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8064,0.8086,0.7545,0.85,0.7806,0.6089,0.8826,0.8655
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8043,0.8504,0.6935,0.8975,0.7639,0.6089,0.8962,0.8836
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.8043,0.8357,0.7113,0.8825,0.7685,0.6068,0.8787,0.8669
Train1Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.805,0.813,0.744,0.8562,0.777,0.6063,0.8861,0.8632
Train1Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.801,0.8637,0.6696,0.9112,0.7544,0.6051,0.8896,0.8743
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8037,0.8176,0.7336,0.8625,0.7733,0.6038,0.8894,0.8684
Train1Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.801,0.8427,0.6935,0.8912,0.7608,0.6014,0.882,0.8619
Train1Val_ProteinGym,mean,prot,,esm1b_650m,Pure_XGBoost_Concat,0.8023,0.8149,0.7336,0.86,0.7721,0.601,0.8819,0.8642
Train1Val_ProteinGym,mean,prot,None,esm1b_650m,Pure_XGBoost_Concat,0.8023,0.8149,0.7336,0.86,0.7721,0.601,0.8819,0.8642
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8003,0.8462,0.6875,0.895,0.7586,0.6007,0.8941,0.8758
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8016,0.8209,0.7232,0.8675,0.769,0.6001,0.886,0.8684
Train1Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7989,0.8561,0.6726,0.905,0.7533,0.5999,0.887,0.8678
Train1Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.8003,0.8225,0.7173,0.87,0.7663,0.5976,0.8846,0.8679
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.7982,0.8505,0.6771,0.9,0.7539,0.5976,0.8892,0.8662
Train1Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8003,0.814,0.7292,0.86,0.7692,0.5969,0.8874,0.8707
Train1Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8003,0.8058,0.7411,0.85,0.7721,0.5965,0.8844,0.8641
Train1Val_ProteinGym,cls,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.8003,0.8019,0.747,0.845,0.7735,0.5965,0.8821,0.8648
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.7969,0.858,0.6652,0.9075,0.7494,0.5965,0.889,0.8788
Train1Val_ProteinGym,cls,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.8003,0.8019,0.747,0.845,0.7735,0.5965,0.8821,0.8648
Train1Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7962,0.8591,0.6622,0.9088,0.7479,0.5955,0.8981,0.8834
Train1Val_ProteinGym,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.7969,0.846,0.6786,0.8962,0.7531,0.5943,0.8858,0.8741
Train1Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7976,0.8363,0.692,0.8862,0.7573,0.5941,0.8853,0.8603
