Dataset,Pooling,Ablation,DNA_Model,Prot_Model,Network,Accuracy,Precision,Recall,Specificity,F1_Score,MCC,AUROC,AUPRC
Train1Val_ProteinGym,mean,dna,nt_v3_650m,None,Hybrid_Concat_XGBoost,0.6474,0.6611,0.4673,0.7988,0.5475,0.2834,0.7175,0.6804
Train1Val_ProteinGym,mean,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.6067,0.9895,0.1399,0.9988,0.2451,0.281,0.8927,0.8779
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.5992,1.0,0.122,1.0,0.2175,0.265,0.8594,0.8415
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.6039,0.9159,0.1458,0.9888,0.2516,0.2582,0.8345,0.8068
Train1Val_ProteinGym,mean,dna_geom_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.5944,1.0,0.1116,1.0,0.2008,0.2528,0.8854,0.8759
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.5951,0.975,0.1161,0.9975,0.2074,0.2495,0.8504,0.8412
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.5931,0.9867,0.1101,0.9988,0.1981,0.2466,0.8341,0.8174
Train1Val_ProteinGym,mean,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.5917,0.9863,0.1071,0.9988,0.1933,0.243,0.8807,0.8683
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.5951,0.9419,0.1205,0.9938,0.2137,0.2427,0.8432,0.8217
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.5904,1.0,0.1027,1.0,0.1862,0.242,0.8502,0.84
Train1Val_ProteinGym,cls,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.5822,1.0,0.0848,1.0,0.1564,0.219,0.8671,0.8559
Train1Val_ProteinGym,mean,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.5734,1.0,0.0655,1.0,0.1229,0.1915,0.8301,0.8165
Train1Val_ProteinGym,mean,dna_geom_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.5591,0.96,0.0357,0.9988,0.0689,0.1329,0.8473,0.8334
Train1Val_ProteinGym,cls,dna,nt_v3_650m,,Pure_XGBoost_Concat,0.5625,0.5429,0.2634,0.8138,0.3547,0.0925,0.5915,0.5221
Train1Val_ProteinGym,cls,dna,nt_v3_650m,None,Pure_XGBoost_Concat,0.5625,0.5429,0.2634,0.8138,0.3547,0.0925,0.5915,0.5221
Train1Val_ProteinGym,cls,dna,nt_v3_650m,,PyTorch_Concat,0.5537,0.5789,0.0818,0.95,0.1434,0.0646,0.5929,0.5258
Train1Val_ProteinGym,cls,dna,nt_v3_650m,,Hybrid_Concat_XGBoost,0.5489,0.5103,0.2946,0.7625,0.3736,0.0646,0.5458,0.4969
Train1Val_ProteinGym,cls,dna,nt_v3_650m,None,PyTorch_Concat,0.5537,0.5789,0.0818,0.95,0.1434,0.0646,0.5929,0.5258
Train1Val_ProteinGym,cls,dna,nt_v3_650m,None,Hybrid_Concat_XGBoost,0.5489,0.5103,0.2946,0.7625,0.3736,0.0646,0.5458,0.4969
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.9342,0.883,0.8739,0.9567,0.8784,0.8334,0.9758,0.9465
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.9342,0.8853,0.8709,0.9579,0.8781,0.8331,0.9751,0.9451
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.9324,0.8739,0.8782,0.9527,0.8761,0.8296,0.9746,0.9453
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.9332,0.9129,0.8341,0.9703,0.8717,0.8283,0.9733,0.9415
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.9308,0.8732,0.8721,0.9527,0.8727,0.8251,0.9737,0.9415
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.9321,0.9307,0.8106,0.9775,0.8665,0.8248,0.9744,0.9435
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.9299,0.8715,0.8709,0.952,0.8712,0.8231,0.9708,0.9365
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.9295,0.8762,0.8625,0.9545,0.8693,0.821,0.9755,0.9446
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.9304,0.9214,0.8136,0.9741,0.8642,0.8205,0.9728,0.9397
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.9303,0.914,0.8209,0.9712,0.865,0.8203,0.9716,0.9375
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.9299,0.9047,0.8299,0.9673,0.8657,0.8198,0.9713,0.935
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.9296,0.8937,0.8414,0.9626,0.8667,0.8197,0.9713,0.9373
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.9283,0.8771,0.8565,0.9551,0.8666,0.8177,0.9686,0.9298
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.9281,0.8742,0.8595,0.9538,0.8668,0.8176,0.9703,0.9334
Train1Val_Test,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.9286,0.9151,0.813,0.9718,0.8611,0.8159,0.9723,0.9402
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.928,0.888,0.8414,0.9603,0.864,0.8157,0.9692,0.9317
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.9262,0.86,0.8703,0.947,0.8651,0.8143,0.9697,0.9362
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.927,0.8784,0.8492,0.9561,0.8635,0.8139,0.9705,0.9303
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.9262,0.8678,0.8595,0.9511,0.8636,0.813,0.9697,0.9347
Train1Val_Test,center,bio_geom,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.9275,0.9119,0.8118,0.9707,0.859,0.8129,0.9697,0.9348
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.9258,0.8672,0.8589,0.9509,0.863,0.8122,0.9692,0.9309
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.9252,0.862,0.8631,0.9484,0.8626,0.8112,0.9681,0.9279
Train1Val_Test,center,bio_dna_geom_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.9265,0.9116,0.8082,0.9707,0.8568,0.8102,0.9706,0.9358
Train1Val_Test,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.9249,0.8632,0.8601,0.9491,0.8616,0.8101,0.9705,0.9362
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.9237,0.8544,0.8673,0.9448,0.8608,0.8083,0.9681,0.9298
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.9255,0.9101,0.8058,0.9703,0.8548,0.8076,0.9681,0.9286
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.9242,0.8853,0.8287,0.9599,0.8561,0.8055,0.9675,0.9258
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.9229,0.864,0.8504,0.95,0.8571,0.8044,0.9659,0.9277
Train1Val_Test,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.9237,0.9094,0.7992,0.9703,0.8507,0.8028,0.9702,0.9324
Train1Val_Test,mean,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.9234,0.9318,0.775,0.9788,0.8462,0.8018,0.9697,0.9308
Train1Val_Test,cls,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.9203,0.9115,0.7829,0.9716,0.8423,0.7935,0.968,0.9266
Train1Val_Test,cls,bio_geom,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.9183,0.9045,0.7823,0.9691,0.8389,0.7883,0.9663,0.9249
Train1Val_Test,mean,bio_geom,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.9175,0.9047,0.7786,0.9693,0.837,0.7861,0.9663,0.9239
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8916,0.8265,0.7612,0.9403,0.7925,0.7203,0.9301,0.861
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.8924,0.8636,0.7177,0.9576,0.7839,0.7185,0.9338,0.875
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8884,0.8052,0.778,0.9297,0.7914,0.7155,0.9309,0.8687
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.8894,0.8237,0.7551,0.9396,0.7879,0.7146,0.9278,0.8674
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8891,0.8209,0.7575,0.9382,0.788,0.7141,0.9317,0.8683
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8886,0.8181,0.7593,0.9369,0.7876,0.7132,0.9261,0.862
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8871,0.799,0.7817,0.9265,0.7902,0.7131,0.9297,0.8727
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8899,0.8669,0.7033,0.9597,0.7766,0.7114,0.9291,0.8614
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.8899,0.8691,0.7008,0.9606,0.776,0.7113,0.9352,0.8767
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8868,0.8021,0.775,0.9286,0.7883,0.7113,0.9324,0.8701
Train1Val_Test,center,prot,,esmc_600m,Hybrid_Concat_XGBoost,0.8878,0.8166,0.7575,0.9364,0.786,0.711,0.9318,0.8698
Train1Val_Test,center,prot,None,esmc_600m,Hybrid_Concat_XGBoost,0.8878,0.8166,0.7575,0.9364,0.786,0.711,0.9318,0.8698
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.8897,0.8712,0.6978,0.9615,0.7749,0.7107,0.9345,0.8762
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8883,0.8272,0.7449,0.9419,0.7839,0.7106,0.9226,0.8534
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8874,0.8135,0.7606,0.9349,0.7862,0.7106,0.9292,0.8603
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8878,0.8212,0.7509,0.9389,0.7845,0.7101,0.9253,0.8563
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8866,0.8062,0.7678,0.931,0.7865,0.7098,0.9298,0.861
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.8868,0.8119,0.76,0.9342,0.785,0.709,0.9271,0.8665
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.887,0.8165,0.7539,0.9367,0.7839,0.7086,0.9268,0.8581
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8871,0.822,0.7467,0.9396,0.7826,0.7081,0.9256,0.857
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.8888,0.8701,0.6948,0.9612,0.7726,0.708,0.9355,0.8772
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8848,0.8033,0.7636,0.9301,0.7829,0.705,0.9269,0.8577
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8847,0.8036,0.7624,0.9304,0.7824,0.7045,0.9318,0.8706
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8868,0.8467,0.7129,0.9518,0.7741,0.7039,0.9304,0.8635
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.887,0.8544,0.7045,0.9551,0.7722,0.7037,0.9333,0.8725
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.8856,0.8244,0.7364,0.9414,0.778,0.7033,0.9297,0.8664
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8866,0.8476,0.7111,0.9522,0.7734,0.7033,0.9289,0.864
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8853,0.8238,0.7358,0.9412,0.7773,0.7024,0.9282,0.8666
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8843,0.8084,0.7533,0.9333,0.7799,0.7024,0.9251,0.8625
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8832,0.7964,0.7666,0.9268,0.7812,0.7018,0.9274,0.865
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8845,0.8142,0.7455,0.9364,0.7783,0.7017,0.9284,0.8644
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8865,0.8762,0.6785,0.9642,0.7648,0.7014,0.9291,0.8629
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8863,0.8631,0.6918,0.959,0.768,0.7013,0.9356,0.8757
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.8863,0.8642,0.6906,0.9594,0.7677,0.7013,0.9336,0.8721
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8847,0.8194,0.7388,0.9391,0.777,0.7012,0.9247,0.8525
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.8848,0.8274,0.7286,0.9432,0.7749,0.7004,0.9282,0.8659
Train1Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.8837,0.8091,0.7491,0.934,0.778,0.7003,0.9261,0.863
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8858,0.8574,0.696,0.9567,0.7683,0.7003,0.9287,0.8603
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Pure_XGBoost_Concat,0.8847,0.8332,0.7201,0.9461,0.7726,0.6992,0.9244,0.8599
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.8853,0.8586,0.6924,0.9574,0.7666,0.6988,0.9341,0.8702
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8852,0.8585,0.6918,0.9574,0.7662,0.6983,0.9312,0.8653
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.885,0.8537,0.6966,0.9554,0.7672,0.6982,0.9299,0.8634
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8825,0.8047,0.7503,0.9319,0.7765,0.6978,0.9241,0.8543
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.8845,0.8533,0.6948,0.9554,0.766,0.6968,0.9311,0.8668
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8812,0.7933,0.7618,0.9259,0.7772,0.6966,0.9212,0.8428
Train1Val_Test,center,prot,,esmc_600m,Pure_XGBoost_Concat,0.883,0.8186,0.7322,0.9394,0.773,0.6965,0.9271,0.8631
Train1Val_Test,center,prot,None,esmc_600m,Pure_XGBoost_Concat,0.883,0.8186,0.7322,0.9394,0.773,0.6965,0.9271,0.8631
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8825,0.814,0.7364,0.9371,0.7733,0.6959,0.9227,0.8516
Train1Val_Test,center,prot,,esmc_600m,PyTorch_Concat,0.8842,0.8808,0.6641,0.9664,0.7572,0.6949,0.936,0.8763
Train1Val_Test,center,prot,None,esmc_600m,PyTorch_Concat,0.8842,0.8808,0.6641,0.9664,0.7572,0.6949,0.936,0.8763
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.884,0.87,0.6743,0.9624,0.7598,0.6946,0.9327,0.8708
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.8819,0.8127,0.7352,0.9367,0.772,0.6941,0.9209,0.8512
Train1Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8837,0.8687,0.6743,0.9619,0.7593,0.6937,0.9274,0.8558
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8811,0.8039,0.7443,0.9322,0.7729,0.6935,0.9239,0.8553
Train1Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.8822,0.8228,0.7226,0.9419,0.7694,0.6934,0.9258,0.8615
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.8833,0.8601,0.6821,0.9585,0.7608,0.6931,0.9237,0.8534
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8833,0.8623,0.6797,0.9594,0.7602,0.693,0.9262,0.8576
Train1Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8814,0.8119,0.734,0.9364,0.771,0.6928,0.9224,0.8533
Train1Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.8832,0.8916,0.6496,0.9705,0.7516,0.6922,0.9345,0.8762
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8792,0.7888,0.7593,0.924,0.7738,0.6917,0.9249,0.8471
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.8817,0.8601,0.6749,0.959,0.7563,0.6884,0.9272,0.8601
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8776,0.7832,0.7606,0.9213,0.7717,0.6883,0.9216,0.8466
Train1Val_Test,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8811,0.8359,0.7002,0.9486,0.7621,0.6883,0.9244,0.8545
Train1Val_Test,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.8812,0.862,0.6707,0.9599,0.7544,0.687,0.9224,0.8551
Train1Val_Test,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.8791,0.8097,0.7262,0.9362,0.7657,0.6863,0.9236,0.8544
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8763,0.7776,0.7636,0.9184,0.7705,0.6859,0.9176,0.8428
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8768,0.7836,0.7557,0.922,0.7694,0.6856,0.9203,0.8399
Train1Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.8807,0.8634,0.6671,0.9606,0.7526,0.6855,0.9253,0.8587
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8769,0.7877,0.7497,0.9245,0.7682,0.6849,0.9199,0.8419
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8802,0.8505,0.6791,0.9554,0.7552,0.6847,0.929,0.8587
Train1Val_Test,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.8801,0.8514,0.6773,0.9558,0.7545,0.6842,0.9202,0.8524
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8766,0.7871,0.7491,0.9243,0.7676,0.6841,0.9199,0.8428
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8796,0.8417,0.6864,0.9518,0.7561,0.6835,0.9255,0.8455
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8761,0.7859,0.7485,0.9238,0.7668,0.6829,0.9192,0.8393
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8784,0.8195,0.7093,0.9416,0.7604,0.6827,0.9263,0.8474
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.8789,0.8333,0.6936,0.9482,0.7571,0.6824,0.9256,0.8499
Train1Val_Test,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.8771,0.8044,0.7244,0.9342,0.7623,0.6814,0.9178,0.8382
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8774,0.8118,0.7153,0.938,0.7605,0.681,0.9207,0.8369
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8784,0.8344,0.69,0.9488,0.7554,0.6808,0.9263,0.8506
Train1Val_Test,mean,prot,,esm1b_650m,PyTorch_Concat,0.8783,0.8373,0.6858,0.9502,0.754,0.6801,0.9268,0.8512
Train1Val_Test,mean,prot,None,esm1b_650m,PyTorch_Concat,0.8783,0.8373,0.6858,0.9502,0.754,0.6801,0.9268,0.8512
Train1Val_Test,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.8779,0.8365,0.6852,0.95,0.7533,0.6792,0.9239,0.855
Train1Val_Test,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.8779,0.839,0.6821,0.9511,0.7525,0.679,0.9216,0.8509
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.8774,0.8275,0.6942,0.9459,0.755,0.6787,0.9252,0.8496
Train1Val_Test,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.8778,0.844,0.6755,0.9533,0.7504,0.6781,0.9215,0.8501
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8761,0.8086,0.7135,0.9369,0.7581,0.6777,0.9209,0.8373
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.8769,0.8383,0.6785,0.9511,0.75,0.6762,0.9254,0.8508
Train1Val_Test,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.8769,0.8503,0.6647,0.9563,0.7461,0.6753,0.922,0.8546
Train1Val_Test,mean,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.8728,0.7782,0.7449,0.9207,0.7612,0.6749,0.9193,0.8409
Train1Val_Test,mean,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.8728,0.7782,0.7449,0.9207,0.7612,0.6749,0.9193,0.8409
Train1Val_Test,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Concat_XGBoost,0.8751,0.8082,0.7093,0.9371,0.7555,0.6748,0.9175,0.839
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8765,0.8457,0.6677,0.9545,0.7462,0.6742,0.9248,0.8461
Train1Val_Test,mean,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.8755,0.8177,0.6978,0.9419,0.753,0.6742,0.9138,0.8416
Train1Val_Test,mean,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.8766,0.859,0.6538,0.9599,0.7425,0.674,0.9124,0.8447
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8724,0.7774,0.7437,0.9204,0.7602,0.6736,0.9181,0.8409
Train1Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8727,0.7816,0.7382,0.9229,0.7593,0.6734,0.9186,0.8424
Train1Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8751,0.821,0.6918,0.9437,0.7509,0.6728,0.9225,0.8419
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8709,0.7677,0.7533,0.9148,0.7604,0.6721,0.9179,0.8386
Train1Val_Test,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.872,0.7821,0.734,0.9236,0.7573,0.6712,0.9198,0.8411
Train1Val_Test,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8745,0.8201,0.69,0.9434,0.7494,0.671,0.9188,0.8315
Train1Val_Test,center,dna_prot,nt_v3_650m,esm2_650m,Pure_XGBoost_Concat,0.8725,0.8036,0.7033,0.9358,0.7501,0.6677,0.9171,0.8337
Train1Val_Test,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Gating_XGBoost,0.8728,0.8125,0.6924,0.9403,0.7476,0.6672,0.9119,0.8307
Train1Val_Test,cls,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.8733,0.8234,0.6803,0.9455,0.745,0.6671,0.9117,0.8241
Train1Val_Test,mean,prot,,esm1b_650m,Pure_XGBoost_Concat,0.8709,0.7848,0.7238,0.9259,0.7531,0.6668,0.9068,0.8233
Train1Val_Test,mean,prot,None,esm1b_650m,Pure_XGBoost_Concat,0.8709,0.7848,0.7238,0.9259,0.7531,0.6668,0.9068,0.8233
Train1Val_Test,cls,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8733,0.8336,0.6677,0.9502,0.7415,0.6661,0.9162,0.8299
Train1Val_Test,mean,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8714,0.7953,0.7099,0.9317,0.7502,0.6659,0.9062,0.8351
