Experiment,E2E_GFLOPs/Sample,E2E_Latency_ms/Sample,E2E_Total_Params,E2E_Param_Mem_MB,Max_Peak_VRAM_MB,FM_GFLOPs/Sample,FM_Latency_ms/Sample,Geom_GFLOPs/Sample,Geom_Latency_ms/Sample,Classifier_GFLOPs/Sample,Classifier_Latency_ms/Sample,Classifier_Total_Params,Classifier_Param_Mem_MB,Classifier_XGB_Model_Mem_MB,Classifier_Peak_VRAM_MB
train1__val_mean_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_Test,76.9386,6.9,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_ClinVarHQ,76.9386,6.98,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_UniProt,76.9386,6.96,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_ProteinGym,76.9386,6.81,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_Test,76.9386,6.89,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,76.9386,6.99,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_UniProt,76.9386,6.97,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_ProteinGym,76.9386,6.82,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_Test,76.9386,6.89,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,76.9386,6.99,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_UniProt,76.9386,6.96,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,76.9386,6.81,652849212,2490.42,3643.92,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train1Val_Test,134.0749,5.48,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train1Val_ClinVarHQ,134.0749,5.63,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train1Val_UniProt,134.0749,5.66,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_PyTorch_Concat__Train1Val_ProteinGym,134.0749,5.68,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train1Val_Test,134.0749,5.48,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,134.0749,5.64,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train1Val_UniProt,134.0749,5.66,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Pure_XGBoost_Concat__Train1Val_ProteinGym,134.0749,5.67,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train1Val_Test,134.0749,5.48,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,134.0749,5.63,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train1Val_UniProt,134.0749,5.65,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_mean_prot_None_esm1b_650m_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,134.0749,5.67,653247799,1247.67,1961.98,,,,,,,,,,
train1__val_center_bio_None_None_PyTorch_Concat__Train1Val_Test,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train1__val_center_bio_None_None_PyTorch_Concat__Train1Val_ClinVarHQ,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train1__val_center_bio_None_None_PyTorch_Concat__Train1Val_UniProt,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train1__val_center_bio_None_None_PyTorch_Concat__Train1Val_ProteinGym,0.0002,0.0,85121,0.32,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,85121.0,0.32,0.0,0.0
train1__val_center_bio_None_None_Pure_XGBoost_Concat__Train1Val_Test,0.0,0.0,0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,0.0
train1__val_center_bio_None_None_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,0.0,0.0,0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,0.0
train1__val_center_bio_None_None_Pure_XGBoost_Concat__Train1Val_UniProt,0.0,0.0,0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,0.0
train1__val_center_bio_None_None_Pure_XGBoost_Concat__Train1Val_ProteinGym,0.0,0.0,0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,0.0
train1__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train1Val_Test,0.0002,0.01,85121,1.69,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.69,1.37,0.0
train1__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,0.0002,0.01,85121,1.69,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.69,1.37,0.0
train1__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train1Val_UniProt,0.0002,0.01,85121,1.69,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.69,1.37,0.0
train1__val_center_bio_None_None_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,0.0002,0.01,85121,1.69,0.0,0.0,0.0,0.0,0.0,0.0002,0.01,85121.0,1.69,1.37,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_Test,0.0002,0.95,84737,0.32,225.08,0.0,0.0,0.0,0.95,0.0002,0.0,84737.0,0.32,0.0,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ClinVarHQ,0.0002,1.14,84737,0.32,33.85,0.0,0.0,0.0,1.14,0.0002,0.0,84737.0,0.32,0.0,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_UniProt,0.0002,1.01,84737,0.32,56.45,0.0,0.0,0.0,1.01,0.0002,0.0,84737.0,0.32,0.0,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ProteinGym,0.0002,1.02,84737,0.32,60.9,0.0,0.0,0.0,1.02,0.0002,0.0,84737.0,0.32,0.0,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_Test,0.0,0.95,0,0.2,225.08,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.2,0.2,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,0.0,1.14,0,0.2,33.85,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.2,0.2,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_UniProt,0.0,1.01,0,0.2,56.45,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.2,0.2,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ProteinGym,0.0,1.02,0,0.2,60.9,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.2,0.2,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_Test,0.0002,0.96,84737,0.49,225.08,0.0,0.0,0.0,0.95,0.0002,0.01,84737.0,0.49,0.17,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,0.0002,1.15,84737,0.49,33.85,0.0,0.0,0.0,1.14,0.0002,0.01,84737.0,0.49,0.17,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_UniProt,0.0002,1.02,84737,0.49,56.45,0.0,0.0,0.0,1.01,0.0002,0.01,84737.0,0.49,0.17,0.0
train1__val_center_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,0.0002,1.02,84737,0.49,60.9,0.0,0.0,0.0,1.02,0.0002,0.01,84737.0,0.49,0.17,0.0
train1__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_Test,76.9386,6.89,652849212,2490.42,3643.92,76.9366,6.89,0.0,0.0,0.002,0.0,1019777.0,3.89,0.0,0.0
train1__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_ClinVarHQ,76.9386,6.98,652849212,2490.42,3643.92,76.9366,6.98,0.0,0.0,0.002,0.0,1019777.0,3.89,0.0,0.0
train1__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_UniProt,76.9386,6.97,652849212,2490.42,3643.92,76.9366,6.96,0.0,0.0,0.002,0.01,1019777.0,3.89,0.0,0.0
train1__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_ProteinGym,76.9386,6.82,652849212,2490.42,3643.92,76.9366,6.81,0.0,0.0,0.002,0.01,1019777.0,3.89,0.0,0.0
train1__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_Test,76.9366,6.89,651829435,2488.79,3643.92,76.9366,6.89,0.0,0.0,0.0,0.0,0.0,2.26,2.26,0.0
train1__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,76.9366,6.99,651829435,2488.79,3643.92,76.9366,6.98,0.0,0.0,0.0,0.01,0.0,2.26,2.26,0.0
train1__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_UniProt,76.9366,6.97,651829435,2488.79,3643.92,76.9366,6.96,0.0,0.0,0.0,0.01,0.0,2.26,2.26,0.0
train1__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_ProteinGym,76.9366,6.81,651829435,2488.79,3643.92,76.9366,6.81,0.0,0.0,0.0,0.0,0.0,2.26,2.26,0.0
train1__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_Test,76.9386,6.91,652849212,2492.6,3643.92,76.9366,6.89,0.0,0.0,0.002,0.02,1019777.0,6.07,2.18,0.0
train1__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,76.9386,7.0,652849212,2492.6,3643.92,76.9366,6.98,0.0,0.0,0.002,0.02,1019777.0,6.07,2.18,0.0
train1__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_UniProt,76.9386,6.98,652849212,2492.6,3643.92,76.9366,6.96,0.0,0.0,0.002,0.02,1019777.0,6.07,2.18,0.0
train1__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,76.9386,6.83,652849212,2492.6,3643.92,76.9366,6.81,0.0,0.0,0.002,0.02,1019777.0,6.07,2.18,0.0
train1__val_center_prot_None_esmc_600m_PyTorch_Concat__Train1Val_Test,118.3928,4.68,575860161,1099.94,1469.0,118.3912,4.68,0.0,0.0,0.0016,0.0,823169.0,3.14,0.0,0.0
train1__val_center_prot_None_esmc_600m_PyTorch_Concat__Train1Val_ClinVarHQ,118.3928,4.75,575860161,1099.94,1469.0,118.3912,4.75,0.0,0.0,0.0016,0.0,823169.0,3.14,0.0,0.0
train1__val_center_prot_None_esmc_600m_PyTorch_Concat__Train1Val_UniProt,118.3928,4.7,575860161,1099.94,1469.0,118.3912,4.69,0.0,0.0,0.0016,0.01,823169.0,3.14,0.0,0.0
train1__val_center_prot_None_esmc_600m_PyTorch_Concat__Train1Val_ProteinGym,118.3928,4.71,575860161,1099.94,1469.0,118.3912,4.7,0.0,0.0,0.0016,0.01,823169.0,3.14,0.0,0.0
train1__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_Test,118.3912,4.68,575036992,1099.03,1469.0,118.3912,4.68,0.0,0.0,0.0,0.0,0.0,2.23,2.23,0.0
train1__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,118.3912,4.76,575036992,1099.03,1469.0,118.3912,4.75,0.0,0.0,0.0,0.01,0.0,2.23,2.23,0.0
train1__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_UniProt,118.3912,4.69,575036992,1099.03,1469.0,118.3912,4.69,0.0,0.0,0.0,0.0,0.0,2.23,2.23,0.0
train1__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_ProteinGym,118.3912,4.7,575036992,1099.03,1469.0,118.3912,4.7,0.0,0.0,0.0,0.0,0.0,2.23,2.23,0.0
train1__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_Test,118.3928,4.69,575860161,1101.81,1469.0,118.3912,4.68,0.0,0.0,0.0016,0.01,823169.0,5.01,1.87,0.0
train1__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,118.3928,4.77,575860161,1101.81,1469.0,118.3912,4.75,0.0,0.0,0.0016,0.02,823169.0,5.01,1.87,0.0
train1__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_UniProt,118.3928,4.71,575860161,1101.81,1469.0,118.3912,4.69,0.0,0.0,0.0016,0.02,823169.0,5.01,1.87,0.0
train1__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,118.3928,4.71,575860161,1101.81,1469.0,118.3912,4.7,0.0,0.0,0.0016,0.01,823169.0,5.01,1.87,0.0
train1__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_Test,76.9387,6.89,652900156,2490.61,3643.92,76.9366,6.89,0.0,0.0,0.0021,0.0,1070721.0,4.08,0.0,0.0
train1__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_ClinVarHQ,76.9387,6.99,652900156,2490.61,3643.92,76.9366,6.98,0.0,0.0,0.0021,0.01,1070721.0,4.08,0.0,0.0
train1__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_UniProt,76.9387,6.97,652900156,2490.61,3643.92,76.9366,6.96,0.0,0.0,0.0021,0.01,1070721.0,4.08,0.0,0.0
train1__val_center_bio_dna_nt_v3_650m_None_PyTorch_Concat__Train1Val_ProteinGym,76.9387,6.82,652900156,2490.61,3643.92,76.9366,6.81,0.0,0.0,0.0021,0.01,1070721.0,4.08,0.0,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_Test,76.9366,6.89,651829435,2488.62,3643.92,76.9366,6.89,0.0,0.0,0.0,0.0,0.0,2.09,2.09,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,76.9366,6.99,651829435,2488.62,3643.92,76.9366,6.98,0.0,0.0,0.0,0.01,0.0,2.09,2.09,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_UniProt,76.9366,6.97,651829435,2488.62,3643.92,76.9366,6.96,0.0,0.0,0.0,0.01,0.0,2.09,2.09,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train1Val_ProteinGym,76.9366,6.82,651829435,2488.62,3643.92,76.9366,6.81,0.0,0.0,0.0,0.01,0.0,2.09,2.09,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_Test,76.9387,6.92,652900156,2492.01,3643.92,76.9366,6.89,0.0,0.0,0.0021,0.03,1070721.0,5.48,1.4,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,76.9387,7.0,652900156,2492.01,3643.92,76.9366,6.98,0.0,0.0,0.0021,0.02,1070721.0,5.48,1.4,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_UniProt,76.9387,6.98,652900156,2492.01,3643.92,76.9366,6.96,0.0,0.0,0.0021,0.02,1070721.0,5.48,1.4,0.0
train1__val_center_bio_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,76.9387,6.83,652900156,2492.01,3643.92,76.9366,6.81,0.0,0.0,0.0021,0.02,1070721.0,5.48,1.4,0.0
train1__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train1Val_Test,118.393,4.68,575911105,1100.13,1469.0,118.3912,4.68,0.0,0.0,0.0018,0.0,874113.0,3.33,0.0,0.0
train1__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train1Val_ClinVarHQ,118.393,4.75,575911105,1100.13,1469.0,118.3912,4.75,0.0,0.0,0.0018,0.01,874113.0,3.33,0.0,0.0
train1__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train1Val_UniProt,118.393,4.69,575911105,1100.13,1469.0,118.3912,4.69,0.0,0.0,0.0018,0.0,874113.0,3.33,0.0,0.0
train1__val_center_bio_prot_None_esmc_600m_PyTorch_Concat__Train1Val_ProteinGym,118.393,4.7,575911105,1100.13,1469.0,118.3912,4.7,0.0,0.0,0.0018,0.0,874113.0,3.33,0.0,0.0
train1__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_Test,118.3912,4.68,575036992,1098.57,1469.0,118.3912,4.68,0.0,0.0,0.0,0.0,0.0,1.77,1.77,0.0
train1__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,118.3912,4.76,575036992,1098.57,1469.0,118.3912,4.75,0.0,0.0,0.0,0.01,0.0,1.77,1.77,0.0
train1__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_UniProt,118.3912,4.69,575036992,1098.57,1469.0,118.3912,4.69,0.0,0.0,0.0,0.0,0.0,1.77,1.77,0.0
train1__val_center_bio_prot_None_esmc_600m_Pure_XGBoost_Concat__Train1Val_ProteinGym,118.3912,4.7,575036992,1098.57,1469.0,118.3912,4.7,0.0,0.0,0.0,0.0,0.0,1.77,1.77,0.0
train1__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_Test,118.393,4.7,575911105,1101.23,1469.0,118.3912,4.68,0.0,0.0,0.0018,0.02,874113.0,4.43,1.1,0.0
train1__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,118.393,4.77,575911105,1101.23,1469.0,118.3912,4.75,0.0,0.0,0.0018,0.02,874113.0,4.43,1.1,0.0
train1__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_UniProt,118.393,4.71,575911105,1101.23,1469.0,118.3912,4.69,0.0,0.0,0.0018,0.02,874113.0,4.43,1.1,0.0
train1__val_center_bio_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,118.393,4.72,575911105,1101.23,1469.0,118.3912,4.7,0.0,0.0,0.0018,0.02,874113.0,4.43,1.1,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_Test,76.9387,7.84,652899772,2490.61,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.0,1070337.0,4.08,0.0,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ClinVarHQ,76.9387,8.13,652899772,2490.61,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.01,1070337.0,4.08,0.0,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_UniProt,76.9387,7.97,652899772,2490.61,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.0,1070337.0,4.08,0.0,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ProteinGym,76.9387,7.83,652899772,2490.61,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.01,1070337.0,4.08,0.0,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_Test,76.9366,7.84,651829435,2486.72,3643.92,76.9366,6.89,0.0,0.95,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,76.9366,8.13,651829435,2486.72,3643.92,76.9366,6.98,0.0,1.14,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_UniProt,76.9366,7.97,651829435,2486.72,3643.92,76.9366,6.96,0.0,1.01,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ProteinGym,76.9366,7.83,651829435,2486.72,3643.92,76.9366,6.81,0.0,1.02,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_Test,76.9387,7.86,652899772,2490.81,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.02,1070337.0,4.28,0.2,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,76.9387,8.14,652899772,2490.81,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.02,1070337.0,4.28,0.2,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_UniProt,76.9387,7.99,652899772,2490.81,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.02,1070337.0,4.28,0.2,0.0
train1__val_center_dna_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,76.9387,7.84,652899772,2490.81,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.02,1070337.0,4.28,0.2,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_Test,118.393,5.63,575910721,1100.13,1469.0,118.3912,4.68,0.0,0.95,0.0018,0.0,873729.0,3.33,0.0,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ClinVarHQ,118.393,5.9,575910721,1100.13,1469.0,118.3912,4.75,0.0,1.14,0.0018,0.0,873729.0,3.33,0.0,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_UniProt,118.393,5.7,575910721,1100.13,1469.0,118.3912,4.69,0.0,1.01,0.0018,0.01,873729.0,3.33,0.0,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ProteinGym,118.393,5.72,575910721,1100.13,1469.0,118.3912,4.7,0.0,1.02,0.0018,0.0,873729.0,3.33,0.0,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_Test,118.3912,5.63,575036992,1096.99,1469.0,118.3912,4.68,0.0,0.95,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,118.3912,5.9,575036992,1096.99,1469.0,118.3912,4.75,0.0,1.14,0.0,0.01,0.0,0.19,0.19,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_UniProt,118.3912,5.7,575036992,1096.99,1469.0,118.3912,4.69,0.0,1.01,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ProteinGym,118.3912,5.72,575036992,1096.99,1469.0,118.3912,4.7,0.0,1.02,0.0,0.0,0.0,0.19,0.19,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_Test,118.393,5.65,575910721,1100.39,1469.0,118.3912,4.68,0.0,0.95,0.0018,0.02,873729.0,3.59,0.26,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ClinVarHQ,118.393,5.91,575910721,1100.39,1469.0,118.3912,4.75,0.0,1.14,0.0018,0.02,873729.0,3.59,0.26,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_UniProt,118.393,5.71,575910721,1100.39,1469.0,118.3912,4.69,0.0,1.01,0.0018,0.02,873729.0,3.59,0.26,0.0
train1__val_center_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train1Val_ProteinGym,118.393,5.73,575910721,1100.39,1469.0,118.3912,4.7,0.0,1.02,0.0018,0.02,873729.0,3.59,0.26,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_Test,76.9387,7.84,652901180,2490.62,3643.92,76.9366,6.89,0.0,0.95,0.0021,0.0,1071745.0,4.09,0.0,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ClinVarHQ,76.9387,8.13,652901180,2490.62,3643.92,76.9366,6.98,0.0,1.14,0.0021,0.01,1071745.0,4.09,0.0,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_UniProt,76.9387,7.97,652901180,2490.62,3643.92,76.9366,6.96,0.0,1.01,0.0021,0.0,1071745.0,4.09,0.0,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train1Val_ProteinGym,76.9387,7.83,652901180,2490.62,3643.92,76.9366,6.81,0.0,1.02,0.0021,0.01,1071745.0,4.09,0.0,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_Test,76.9366,7.84,651829435,2486.82,3643.92,76.9366,6.89,0.0,0.95,0.0,0.0,0.0,0.29,0.29,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ClinVarHQ,76.9366,8.13,651829435,2486.82,3643.92,76.9366,6.98,0.0,1.14,0.0,0.01,0.0,0.29,0.29,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_UniProt,76.9366,7.97,651829435,2486.82,3643.92,76.9366,6.96,0.0,1.01,0.0,0.0,0.0,0.29,0.29,0.0
train1__val_center_bio_dna_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train1Val_ProteinGym,76.9366,7.83,651829435,2486.82,3643.92,76.9366,6.81,0.0,1.02,0.0,0.0,0.0,0.29,0.29,0.0
