Dataset,Pooling,Ablation,DNA_Model,Prot_Model,Network,Accuracy,Precision,Recall,Specificity,F1_Score,MCC,AUROC,AUPRC
Train3Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Gating_XGBoost,0.6868,0.6688,0.622,0.7412,0.6446,0.3661,0.7592,0.7329
Train3Val_ProteinGym,mean,bio_geom,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.6698,0.7768,0.3884,0.9062,0.5179,0.3497,0.7641,0.73
Train3Val_ProteinGym,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.6019,0.5385,0.8943,0.3562,0.6723,0.2915,0.7821,0.7327
Train3Val_ProteinGym,mean,dna,nt_v2_500m,,PyTorch_Concat,0.5591,0.5128,0.683,0.455,0.5858,0.1408,0.5933,0.5361
Train3Val_ProteinGym,mean,dna,nt_v2_500m,None,PyTorch_Concat,0.5591,0.5128,0.683,0.455,0.5858,0.1408,0.5933,0.5361
Train3Val_ProteinGym,cls,dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.5605,0.5387,0.2589,0.8138,0.3497,0.0875,0.7078,0.6282
Train3Val_ProteinGym,cls,dna,nt_v2_500m,,Pure_XGBoost_Concat,0.5455,0.5024,0.4732,0.6062,0.4874,0.08,0.5365,0.489
Train3Val_ProteinGym,cls,dna,nt_v2_500m,None,Pure_XGBoost_Concat,0.5455,0.5024,0.4732,0.6062,0.4874,0.08,0.5365,0.489
Train3Val_ProteinGym,mean,dna,nt_v2_500m,,Hybrid_Concat_XGBoost,0.5353,0.4921,0.5565,0.5175,0.5223,0.0738,0.5352,0.4857
Train3Val_ProteinGym,mean,dna,nt_v2_500m,None,Hybrid_Concat_XGBoost,0.5353,0.4921,0.5565,0.5175,0.5223,0.0738,0.5352,0.4857
Train3Val_ProteinGym,mean,dna,nt_v2_500m,,Pure_XGBoost_Concat,0.5333,0.4895,0.5179,0.5462,0.5033,0.0639,0.5483,0.497
Train3Val_ProteinGym,mean,dna,nt_v2_500m,None,Pure_XGBoost_Concat,0.5333,0.4895,0.5179,0.5462,0.5033,0.0639,0.5483,0.497
Train3Val_ProteinGym,center,dna,nt_v1_500m,,PyTorch_Concat,0.5279,0.4855,0.5744,0.4888,0.5262,0.0631,0.5555,0.502
Train3Val_ProteinGym,center,dna,nt_v1_500m,None,PyTorch_Concat,0.5279,0.4855,0.5744,0.4888,0.5262,0.0631,0.5555,0.502
Train3Val_ProteinGym,cls,dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.4789,0.4644,0.9226,0.1062,0.6178,0.0495,0.7231,0.6924
Train3Val_ProteinGym,center,dna,nt_v1_500m,,Pure_XGBoost_Concat,0.5204,0.478,0.5506,0.495,0.5118,0.0455,0.5351,0.4739
Train3Val_ProteinGym,center,dna,nt_v1_500m,None,Pure_XGBoost_Concat,0.5204,0.478,0.5506,0.495,0.5118,0.0455,0.5351,0.4739
Train3Val_ProteinGym,cls,dna,nt_v2_500m,,PyTorch_Concat,0.534,0.4856,0.3512,0.6875,0.4076,0.041,0.5165,0.4709
Train3Val_ProteinGym,cls,dna,nt_v2_500m,None,PyTorch_Concat,0.534,0.4856,0.3512,0.6875,0.4076,0.041,0.5165,0.4709
Train3Val_ProteinGym,cls,dna,nt_v2_500m,,Hybrid_Concat_XGBoost,0.5183,0.4716,0.4568,0.57,0.4641,0.0269,0.5129,0.4731
Train3Val_ProteinGym,cls,dna,nt_v2_500m,None,Hybrid_Concat_XGBoost,0.5183,0.4716,0.4568,0.57,0.4641,0.0269,0.5129,0.4731
Train3Val_ProteinGym,center,dna,nt_v1_500m,,Hybrid_Concat_XGBoost,0.5109,0.4682,0.5253,0.4988,0.4951,0.024,0.5147,0.4649
Train3Val_ProteinGym,center,dna,nt_v1_500m,None,Hybrid_Concat_XGBoost,0.5109,0.4682,0.5253,0.4988,0.4951,0.024,0.5147,0.4649
Train3Val_ProteinGym,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.4565,0.4565,0.9985,0.0012,0.6265,-0.0032,0.581,0.5159
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.9173,0.8202,0.8914,0.927,0.8543,0.7981,0.9685,0.9318
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.9168,0.8174,0.8938,0.9254,0.8539,0.7975,0.9704,0.9373
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.9167,0.8184,0.8914,0.9261,0.8533,0.7967,0.9693,0.9332
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.9155,0.8156,0.8908,0.9247,0.8515,0.7942,0.9658,0.93
Train3Val_Test,center,bio_geom,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.9148,0.8131,0.892,0.9234,0.8507,0.793,0.9691,0.9334
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.917,0.8556,0.8359,0.9473,0.8456,0.789,0.9635,0.9229
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.9158,0.8447,0.8462,0.9419,0.8454,0.7876,0.9611,0.9185
Train3Val_Test,cls,bio_geom,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.9175,0.8777,0.8094,0.9579,0.8422,0.7876,0.9616,0.9203
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.9124,0.8098,0.886,0.9222,0.8462,0.7867,0.965,0.9248
Train3Val_Test,cls,bio_geom,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.9124,0.8105,0.8848,0.9227,0.846,0.7864,0.9665,0.9244
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.9122,0.8156,0.8752,0.9261,0.8443,0.7843,0.9634,0.9248
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.9103,0.8014,0.8908,0.9175,0.8438,0.7832,0.9649,0.9261
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.9155,0.8694,0.8112,0.9545,0.8393,0.783,0.9604,0.9144
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.9099,0.8012,0.8896,0.9175,0.8431,0.7823,0.9672,0.9285
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.9121,0.8262,0.8571,0.9326,0.8413,0.7808,0.9599,0.9151
Train3Val_Test,center,bio_geom,nt_v1_500m,esmc_600m,PyTorch_Concat,0.9148,0.8856,0.7889,0.9619,0.8344,0.7797,0.9606,0.9214
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.9121,0.8363,0.8414,0.9385,0.8388,0.7784,0.9585,0.9117
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.908,0.796,0.8896,0.9148,0.8402,0.7782,0.9625,0.9229
Train3Val_Test,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.907,0.7916,0.8932,0.9121,0.8393,0.777,0.9637,0.9212
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.9062,0.7882,0.8957,0.9101,0.8385,0.7759,0.9653,0.9232
Train3Val_Test,mean,bio_geom,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.9063,0.7905,0.892,0.9117,0.8382,0.7754,0.9656,0.9263
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.906,0.7966,0.8788,0.9162,0.8357,0.7719,0.9594,0.9125
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.9084,0.8205,0.8492,0.9306,0.8346,0.7716,0.9587,0.9118
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.9048,0.7904,0.8848,0.9123,0.8349,0.7708,0.9588,0.9118
Train3Val_Test,mean,bio_geom,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.9096,0.8389,0.8263,0.9407,0.8326,0.7707,0.9566,0.9127
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.9039,0.7863,0.8878,0.9098,0.834,0.7695,0.9593,0.9154
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.9034,0.7881,0.8818,0.9114,0.8323,0.7671,0.9577,0.9078
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.9034,0.7885,0.8812,0.9117,0.8322,0.767,0.9606,0.9163
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.9017,0.778,0.8938,0.9047,0.8319,0.7666,0.962,0.9129
Train3Val_Test,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.9017,0.7851,0.8794,0.9101,0.8296,0.7633,0.9594,0.9143
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.9084,0.8788,0.7696,0.9603,0.8206,0.7625,0.9585,0.911
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.9014,0.7861,0.8758,0.911,0.8285,0.7618,0.9566,0.9069
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.905,0.8272,0.8227,0.9358,0.8249,0.7597,0.9511,0.8914
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8989,0.7789,0.8776,0.9069,0.8253,0.7572,0.9551,0.9054
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8979,0.7785,0.8733,0.9071,0.8232,0.7543,0.9553,0.9038
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.905,0.8633,0.7732,0.9542,0.8158,0.7541,0.951,0.8913
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8999,0.7987,0.845,0.9204,0.8212,0.7524,0.9529,0.902
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8984,0.7907,0.8522,0.9157,0.8203,0.7507,0.9518,0.8961
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.9025,0.8432,0.7883,0.9452,0.8148,0.7496,0.9516,0.8936
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.9029,0.8686,0.7575,0.9572,0.8093,0.7477,0.9525,0.8983
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.9022,0.8793,0.7425,0.9619,0.8051,0.7452,0.9521,0.9066
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.9007,0.8569,0.7624,0.9524,0.8069,0.7427,0.9504,0.8965
Train3Val_Test,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8958,0.7918,0.8372,0.9177,0.8138,0.7421,0.9501,0.8954
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.9009,0.8974,0.7177,0.9693,0.7976,0.7411,0.9538,0.9021
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8968,0.8094,0.8118,0.9286,0.8106,0.7397,0.9473,0.8876
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.8984,0.8828,0.7226,0.9642,0.7947,0.7346,0.9474,0.8947
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.8961,0.8648,0.7328,0.9572,0.7933,0.729,0.9481,0.8924
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8899,0.7783,0.8323,0.9114,0.8044,0.7287,0.941,0.8824
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8819,0.7588,0.8293,0.9015,0.7925,0.7115,0.9398,0.872
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8886,0.831,0.7413,0.9437,0.7836,0.711,0.9414,0.8697
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8876,0.8263,0.7431,0.9416,0.7825,0.7088,0.9383,0.8655
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.8814,0.7838,0.7786,0.9198,0.7812,0.6999,0.9191,0.8521
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8791,0.7701,0.7919,0.9117,0.7809,0.6975,0.9272,0.8625
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.876,0.7492,0.8179,0.8977,0.782,0.6969,0.9311,0.8483
Train3Val_Test,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8774,0.7834,0.7593,0.9216,0.7712,0.6877,0.9252,0.859
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8815,0.8703,0.6634,0.963,0.7529,0.6876,0.9299,0.8627
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8755,0.7829,0.7503,0.9222,0.7662,0.6817,0.9096,0.8325
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.8756,0.7855,0.7467,0.9238,0.7656,0.6815,0.9045,0.842
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8766,0.7992,0.7298,0.9315,0.7629,0.6811,0.9289,0.8543
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8781,0.8284,0.696,0.9461,0.7565,0.6805,0.9087,0.845
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8733,0.7669,0.7678,0.9128,0.7673,0.6803,0.9165,0.8425
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8743,0.7791,0.7509,0.9204,0.7647,0.6793,0.9133,0.8396
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8701,0.7489,0.7859,0.9015,0.7669,0.6773,0.916,0.8363
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8725,0.7704,0.7569,0.9157,0.7636,0.6764,0.911,0.8357
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.8763,0.8224,0.6954,0.9439,0.7536,0.676,0.8965,0.8309
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.8725,0.7721,0.7539,0.9168,0.7629,0.6758,0.9064,0.8437
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.8666,0.7315,0.8052,0.8896,0.7666,0.675,0.9146,0.8513
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8696,0.7513,0.778,0.9038,0.7644,0.6745,0.9131,0.8379
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8691,0.7483,0.7817,0.9017,0.7646,0.6743,0.9155,0.8425
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8689,0.7473,0.7829,0.9011,0.7647,0.6742,0.9115,0.8296
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.871,0.7642,0.7606,0.9123,0.7624,0.6739,0.908,0.8324
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8705,0.7638,0.7587,0.9123,0.7613,0.6725,0.9115,0.8341
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.875,0.8209,0.6912,0.9437,0.7505,0.6723,0.8906,0.8278
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.8735,0.7963,0.7189,0.9313,0.7556,0.6722,0.9006,0.8342
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.8686,0.751,0.7732,0.9042,0.762,0.6714,0.9087,0.8439
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8666,0.7413,0.7829,0.8979,0.7615,0.6695,0.91,0.834
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8673,0.7458,0.7768,0.9011,0.761,0.6694,0.911,0.8275
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.8732,0.8071,0.7014,0.9373,0.7506,0.669,0.8925,0.8258
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8663,0.7404,0.7829,0.8975,0.7611,0.6688,0.9117,0.8355
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.8655,0.737,0.7859,0.8952,0.7607,0.6679,0.9134,0.8436
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.8702,0.7745,0.7376,0.9198,0.7556,0.6677,0.9066,0.827
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.865,0.7344,0.7889,0.8934,0.7607,0.6676,0.914,0.8356
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.874,0.8392,0.6641,0.9524,0.7414,0.6675,0.8971,0.8319
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.8669,0.7507,0.7648,0.9051,0.7577,0.666,0.9135,0.8393
Train3Val_Test,center,prot,,esmc_600m,Pure_XGBoost_Concat,0.8656,0.7426,0.7744,0.8997,0.7582,0.6655,0.9127,0.8386
Train3Val_Test,center,prot,None,esmc_600m,Pure_XGBoost_Concat,0.8656,0.7426,0.7744,0.8997,0.7582,0.6655,0.9127,0.8386
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.8638,0.7321,0.7877,0.8923,0.7589,0.665,0.9097,0.83
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8633,0.7293,0.7913,0.8902,0.759,0.665,0.9102,0.8262
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8638,0.7331,0.7853,0.8932,0.7583,0.6644,0.9113,0.8366
Train3Val_Test,center,prot,,esmc_600m,Hybrid_Concat_XGBoost,0.8646,0.7384,0.778,0.897,0.7577,0.6643,0.9128,0.841
Train3Val_Test,center,prot,None,esmc_600m,Hybrid_Concat_XGBoost,0.8646,0.7384,0.778,0.897,0.7577,0.6643,0.9128,0.841
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8666,0.7525,0.7593,0.9067,0.7559,0.6642,0.9104,0.8339
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.8724,0.825,0.6737,0.9466,0.7417,0.664,0.8938,0.8282
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.8728,0.8457,0.6514,0.9556,0.7359,0.6637,0.8926,0.8281
Train3Val_Test,center,prot,,esmc_600m,PyTorch_Concat,0.8727,0.8387,0.6586,0.9527,0.7378,0.6637,0.9016,0.8328
Train3Val_Test,center,prot,None,esmc_600m,PyTorch_Concat,0.8727,0.8387,0.6586,0.9527,0.7378,0.6637,0.9016,0.8328
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8632,0.7307,0.7871,0.8916,0.7578,0.6636,0.9122,0.8332
Train3Val_Test,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8632,0.7309,0.7865,0.8918,0.7577,0.6634,0.9121,0.8313
Train3Val_Test,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8627,0.7284,0.7895,0.89,0.7577,0.6632,0.9121,0.8436
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8638,0.7363,0.778,0.8959,0.7566,0.6627,0.9091,0.8404
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8642,0.7388,0.7744,0.8977,0.7562,0.6625,0.9094,0.8394
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.8658,0.7503,0.7593,0.9056,0.7548,0.6624,0.9095,0.8332
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.8637,0.7364,0.7768,0.8961,0.7561,0.662,0.905,0.8265
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.8719,0.8455,0.6472,0.9558,0.7332,0.6609,0.8965,0.831
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Pure_XGBoost_Concat,0.8635,0.7412,0.7654,0.9002,0.7531,0.659,0.9099,0.8356
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.8709,0.8448,0.6435,0.9558,0.7306,0.6581,0.9,0.8299
Train3Val_Test,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8397,0.648,0.8993,0.8174,0.7532,0.6579,0.9438,0.8804
Train3Val_Test,cls,dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8609,0.727,0.7823,0.8902,0.7536,0.6577,0.9126,0.8379
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.8684,0.7944,0.6966,0.9326,0.7423,0.657,0.8925,0.827
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.861,0.7295,0.7774,0.8923,0.7527,0.6568,0.9078,0.8221
Train3Val_Test,center,bio_geom,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8691,0.9461,0.5501,0.9883,0.6957,0.6565,0.9433,0.8875
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.8701,0.8351,0.6508,0.952,0.7315,0.6563,0.8949,0.8275
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.8605,0.728,0.778,0.8914,0.7522,0.656,0.9075,0.8395
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8599,0.7248,0.7817,0.8891,0.7522,0.6556,0.9067,0.839
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8602,0.7269,0.7786,0.8907,0.7519,0.6555,0.9025,0.8367
Train3Val_Test,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.8599,0.7264,0.778,0.8905,0.7513,0.6547,0.906,0.8339
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8594,0.7246,0.7793,0.8893,0.7509,0.654,0.9051,0.8334
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8584,0.7224,0.7786,0.8882,0.7495,0.6519,0.9057,0.8312
Train3Val_Test,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8584,0.7255,0.7714,0.8909,0.7477,0.65,0.904,0.8264
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8556,0.7119,0.7883,0.8808,0.7481,0.649,0.9082,0.8401
Train3Val_Test,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8561,0.7156,0.7817,0.8839,0.7472,0.6481,0.9068,0.837
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8581,0.7283,0.763,0.8936,0.7452,0.6473,0.8992,0.8299
Train3Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8599,0.7413,0.7449,0.9029,0.7431,0.6468,0.9049,0.8111
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.8571,0.7247,0.7654,0.8914,0.7445,0.6459,0.9019,0.8202
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.8569,0.7238,0.7666,0.8907,0.7446,0.6458,0.901,0.8221
Train3Val_Test,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8568,0.7234,0.7666,0.8905,0.7444,0.6455,0.9047,0.8217
Train3Val_Test,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8545,0.7129,0.7786,0.8828,0.7443,0.6441,0.9065,0.8373
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8568,0.726,0.7606,0.8927,0.7429,0.644,0.9008,0.8291
Train3Val_Test,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8637,0.7878,0.6828,0.9313,0.7315,0.6437,0.8979,0.8176
Train3Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8573,0.7304,0.7533,0.8961,0.7417,0.6432,0.9021,0.815
Train3Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8561,0.7238,0.7618,0.8914,0.7423,0.643,0.904,0.8149
Train3Val_Test,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8545,0.7152,0.7726,0.8851,0.7428,0.6425,0.9041,0.8116
Train3Val_Test,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8548,0.7173,0.7696,0.8866,0.7425,0.6423,0.902,0.8037
Train3Val_Test,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8351,0.6449,0.8764,0.8197,0.743,0.6417,0.9305,0.8581
